Ränta (rate),Bank,Bindningstid (loan duration),Postnummer (ZIP),Hur stort är ditt bolån (amount),När band du lånet (start date)
"3,25",Handelsbanken,2 år,"41323",,
"3,73",Swedbank,Rörlig,"41 323",650,120101
"3,56",SEB,3 månader,"41 327",,
"3,3",SEB,1 år,"41327",,
"3,05",SEB,2 år,"41327","2,6",20120305
"3,8",SEB,Rörlig,"41 327",3500000,120401
"3,55",Swedbank,3 månader,"41 327","1,8 mkr",2012-03-31
"4,17",Handelsbanken,3 månader,"41 327",625000,20120301
"3,4",SEB,3 år,"41327",1480000,120312
"3,56",SEB,3 månader,"41 327","2,1",2012-03-26
"4,43",Handelsbanken,3 månader,"41 328",,
"3,54",Swedbank,3 månader,"41 328","2,2",20120328
"3,22",SEB,1 år,"41339","1,8",Dec 2011
"2,89",Nordea,2 år,"41451","1,2",Augusti 2012
3,SEB,2 år,"41452",1250000,2011-06-03
"3,66",SEB,3 månader,"41 454",,
"4,06",Nordea,3 månader,"41 456",1mkr,1101115
"4,3",SEB,1 år,"41457",,
"3,72",Nordea,2 år,"41457",,
"3,5",Handelsbanken,5 år,"41457",950000,2010-08-01
"3,9",Skandiabanken,3 månader,"41 457",1.57 mkr,April 2012
"3,83",Handelsbanken,3 månader,"41 458",710000,120401
"4,3",Nordea,3 månader,"41 458",900000,2012-02-02
"3,5",SBAB,3 månader,"41 459",,
"3,8",SEB,Rörlig,"41 459",,
"4,3",Swedbank,Rörlig,"41 461",,
"3,63",Handelsbanken,3 månader,"41 462","1,42",2012-03-01
"3,82",Handelsbanken,2 år,"41462",760000,120201
"3,94",SEB,3 månader,"41 464","0,4 mkr",20111229
"4,12",Handelsbanken,Rörlig,"41 464",,
"4,03",Handelsbanken,3 månader,"41 464",,
"4,03",Handelsbanken,3 månader,"41 464",,
"2,99",SEB,2 år,"41465",710000,2011-09-30
"3,95",SEB,3 månader,"41 469",,
"2,6",Handelsbanken,2 år,"41469",,
"3,65",Nordea,2 år,"41469","1,3",Jan 2012
"3,69",SEB,3 månader,"41 471",1325000,2011-06-30
"2,65",Nordea,2 år,"41471",650000,April 2010
"3,48",SEB,1 år,"41473","1,2",2011-04-28
"3,48",SEB,1 år,"41473","1,2",2011-04-28
"4,1",Nordea,Rörlig,"41 475",,
"4,14",Nordea,2 år,"41475",,
"4,5",Nordea,Rörlig,"41 475",,
"3,58",Skandiabanken,2 år,"41475",2 Mkr. ,101111
"3,1",Handelsbanken,2 år,"41476",,
"4,22",SBAB,3 månader,"41 476",,
"3,55",Danske Bank,3 månader,"41 476",,
"3,69",Swedbank,Rörlig,"41 477","0,4 mkr",20120303
"4,2",Nordea,Rörlig,"41 478","1,3 mkr",Nej
"4,1",Nordea,Rörlig,"41 478","1,3 mkr",Rörlig
"3,75",SEB,3 år,"41479",700000,juni 2009
"3,67",SEB,3 månader,"41 501","1,7",20120403
4,Länsförsäkringar,3 månader,"41 503","0,35 mkr",2012-04-01
"3,68",Handelsbanken,3 månader,"41 503","2,3",April 2012
"4,1",Swedbank,3 månader,"41 504","1,6",120118
"2,99",SEB,3 år,"41504","1,4",20111228
"4,15",Swedbank,3 månader,"41 504",143000,Februari 2012
"3,69",Handelsbanken,3 månader,"41 506",,
"4,05",Swedbank,3 månader,"41 506",1850000,120301
"3,2",SEB,2 år,"41506","0,972 mkr",20111115
"3,4",SEB,1 år,"41506","0,975 mkr",20111115
"3,7",Länsförsäkringar,2 år,"41506",07.4"0,00",20120102
"3,82",SEB,3 månader,"41 506","2,8 mkr",2012-03-28
"3,12",SEB,2 år,"41506",2300000,Juli 2010
"4,3",Swedbank,3 månader,"41 506","1,2 mkr",Februari 2012
"3,5",SEB,Rörlig,"41 507","2,0 mkr",20120312
"5,04",Nordea,8,"41 507",495.0"0,00",Juni 2004
"3,55",Nordea,3 månader,"41 507",1200000,Januari 2012
4,Länsförsäkringar,3 månader,"41 507","1,175",Juli 2011
"3,65",Swedbank,3 månader,"41 511",1.6 mkr,2012-02-15
"2,94",Handelsbanken,3 år,"41512",,
"4,38",Handelsbanken,Rörlig,"41 521",1202000,120315
"2,83",SEB,1 år,"41524","1,7 mkr",2011-09-15
"3,02",SEB,1 år,"41524","1,3",2012-01-02
"3,1",SEB,1 år,"41524","1,7",jan 2012
"4,16",Swedbank,3 månader,"41 579","0,5 mkr",2012-01-15
"3,51",Danske Bank,Rörlig,"41 648",,
"3,8",Nordea,3 månader,"41 648","2,2 mkr",2012-01-27
"3,8",Nordea,3 månader,"41 648","2,2 mkr",2012-01-27
"3,2",Swedbank,3 månader,"41 648","1,2 mkr",20120301
"3,65",Swedbank,3 månader,"41 650",,
"4,45",Swedbank,Rörlig,"41 650",,
"4,4",Nordea,3 månader,"41 651",,
"3,77",SEB,3 månader,"41 651",,
"3,8",SEB,3 månader,"41 651",1330000,20120301
"3,89",Swedbank,3 år,"41651","1,1",100421
"3,58",SEB,3 månader,"41 652","1,5 mkr",120327
"3,77",SEB,Rörlig,"41 652","2,5 mkr",jan 2012
"3,5",Handelsbanken,2 år,"41653","1,7 mkr",2012-04-01
"2,96",SEB,2 år,"41653","1,25 mkr",111201
"3,79",SBAB,2 år,"41653",1155000,september 2011
"3,87",Nordea,Rörlig,"41 654",800000,rörlg ränta
"3,8",SEB,3 månader,"41 655","1,8",mars 2012
"3,1",Swedbank,1 år,"41656",3,December 2011
"3,28",Handelsbanken,2 år,"41656","1,6",110917
"3,58",Handelsbanken,1 år,"41656","0,8",110917
"3,35",Swedbank,Rörlig,"41 656","1,8 mkr",2011-05-30
4,Handelsbanken,3 månader,"41 656","2,1",20120201
"4,25",Nordea,3 månader,"41 657",,
"3,86",SEB,3 månader,"41 657",705000,2011-02-28
"3,6",SEB,3 månader,"41 657","1,12",2012-03-27
"3,95",Länsförsäkringar,3 månader,"41 657",937500,120403
"3,9",Nordea,5 år,"41657","1,2 mkr",2009-03-01
"3,86",SEB,3 månader,"41 657",700000,Mars 2012
"3,86",SEB,3 månader,"41 657",700000,Mars 2012
"5,63",SBAB,4,"41 658",,
"5,88",SBAB,7 år,"41658",,
4,Handelsbanken,3 månader,"41 658",,
"2,8",SEB,2 år,"41658","1,9",110902
"3,65",Swedbank,Rörlig,"41 659",600000,rörligt
4,Nordea,3 månader,"41 661",1664000,2012-01-01
4,Swedbank,2 år,"41662","1,8",2011-05-01
"3,85",Handelsbanken,3 månader,"41 663","1,375mkr",20120330
"3,85",Handelsbanken,3 månader,"41 663","1,4",120330
"4,1",SEB,3 månader,"41 664","1,2",juli 2009
4,Nordea,2 år,"41666",,
"3,85",Swedbank,Rörlig,"41 666",800000,20081001
"3,45",Swedbank,3 månader,"41 667","1,6 mkr",2012-02-28
"3,95",SBAB,2 år,"41667","1,5 mkr",September 2011
"3,52",SEB,Rörlig,"41 669",,
"4,3",Nordea,Rörlig,"41 669","1,3 mkr",2012-03-27
4,Skandiabanken,3 månader,"41 669",1325000,2012-03-01
"6,19",Swedbank,5 år,"41669",900000,2008-07-20
"3,71",SEB,Rörlig,"41 669","1,3",Mars 2012
"3,6",Danske Bank,Rörlig,"41 670","1,35 mkr",2007-09-01
"3,57",SEB,3 månader,"41 671",,
"4,2",Swedbank,2 år,"41671","1,5 mkr",20110415
"3,18",SEB,3 månader,"41 672","3,275",2012-03-20
"2,89",SEB,2 år,"41672","1,1",110815
"3,37",Swedbank,2 år,"41672","0,85 mkr",20111001
"2,82",SEB,2 år,"41672",550000,20111015
"2,91",SEB,1 år,"41672",550000,20111015
"3,78",Nordea,3 månader,"41 672",1 mkr,Mars 2012
"4,3",Nordea,3 månader,"41 672",610000,jan 2012
"2,95",Nordea,1 år,"41672",800000,Oktober 2010
"4,4",Handelsbanken,Rörlig,"41 673",,
"3,95",Nordea,3 månader,"41 673","1,2",2102-01-25
"3,95",Swedbank,2 år,"41673",700000,2010-11-01
"3,41",SEB,3 månader,"41 674",,
"4,53",Swedbank,10 år,"41674",850000,2007-02-25
"4,09",Swedbank,7 år,"41674",850000,2011-11-25
"3,2",Swedbank,5 år,"41674",900000,2012-02-18
"2,73",Länsförsäkringar,2 år,"41674","1,9",20100930
"3,18",Swedbank,3 år,"41674","1,5 mkr",120330
"4,2",Nordea,Rörlig,"41 676",,
"3,58",SEB,1 år,"41676",,
"3,24",Swedbank,2 år,"41676","0,87 mkr",2012-03-22
"3,68",SBAB,2 år,"41676","2,35",120101
"3,65",Handelsbanken,3 månader,"41 676","1,4",april 2012
"4,03",Handelsbanken,3 månader,"41 676","1,5",April 2012
"3,46",Handelsbanken,2 år,"41678",,
"3,25",Handelsbanken,3 månader,"41 678","2,0 mkr",111217
"4,16",Handelsbanken,Rörlig,"41 678",2 mkr,2010-04-01
"4,1",Skandiabanken,3 månader,"41 678",426313,januari 1998
"4,5",Handelsbanken,Rörlig,"41 679",,
"3,56",SEB,3 månader,"41 679",700000,2012-03-01
"4,09",Swedbank,3 år,"41679","0,5 mkr",2009-05-01
"3,15",Nordea,3 månader,"41 680",,
"4,43",Handelsbanken,3 månader,"41 680",,
"4,05",Swedbank,Rörlig,"41 680","3,2 mkr",120201
"3,8",SBAB,5 år,"41702",,
"4,15",Swedbank,3 månader,"41 702",1,2010
"4,64",Handelsbanken,2 år,"41702",640000,20100501
"2,63",Handelsbanken,Rörlig,"41 702",640000,20100501
"3,16",SEB,2 år,"41704",550000,december 2011
"3,45",Swedbank,2 år,"41704",1050000,april 2012
"4,15",Swedbank,3 månader,"41 706",680000,2012-03-28
"4,15",Länsförsäkringar,Rörlig,"41 708","1,5 mkr",2010-02-25
"3,5",Nordea,3 månader,"41 708","1,2",120321
"2,95",Swedbank,2 år,"41708",750000,2009-07-15
"3,8",Handelsbanken,2 år,"41713",,
"4,13",Handelsbanken,3 månader,"41 713",,
"3,35",SEB,3 månader,"41 713",600000,20120403
"3,8",Swedbank,Rörlig,"41 713",1mkr,2011-11-12
"3,57",Handelsbanken,3 år,"41713",700000,100127
"4,43",Handelsbanken,Rörlig,"41 713",20000,Augusti 2007
"4,43",Handelsbanken,Rörlig,"41 713",20000,Augusti 2007
"4,2",Swedbank,3 månader,"41 714",425000,2012-03-15
"3,8",Nordea,3 månader,"41 715","0,930 mkr",2012-04-03
"3,4",SBAB,3 år,"41716",350000,2009-10-11
"2,85",SEB,1 år,"41719",,
"3,3",Nordea,3 månader,"41 719","1,6 mkr",2012-03-01
"3,6",Swedbank,3 månader,"41 719","1,4",2012-02-10
"4,1",SEB,3 år,"41719","1,8",20100601
"4,3",Handelsbanken,3 månader,"41 720",2000000,/
"3,6",SBAB,2 år,"41720",888250,120401
"3,44",Swedbank,3 månader,"41 726","1,7 mkr",29120403
"3,76",Handelsbanken,3 månader,"41 728","2,5 mkr",April 2012
"3,86",Handelsbanken,Rörlig,"41 728","2,65 mkr",2012-03-01
"3,32",SEB,3 år,"41728","1,86",2012-10-01
"3,6",Nordea,3 månader,"41 728","4,4",2012-03-23
"3,29",SEB,3 månader,"41 728",2750000,Juni 2010
"3,75",Nordea,2 år,"41729",,
"4,3",Swedbank,3 månader,"41 729","0,7 mkr",2012-02-28
"2,88",Swedbank,3 år,"41729","0,7 mkr",2010-05-24
"4,15",Swedbank,3 månader,"41 729","0,81 mkr",2012-03-28
"3,07",SEB,2 år,"41729","1,5 mkr",2011-08-28
"3,7",Nordea,3 månader,"41 729","2,7",ej bunden
"3,79",Swedbank,2 år,"41735",1216000,20111001
"3,71",SEB,3 månader,"41 742","1,5 mkr",120325
"3,7",SEB,3 månader,"41 742","1,4",2008-02-28
"3,71",SEB,3 månader,"41 743","1,9",20120328
"3,4",SEB,1 år,"41746",,
"3,85",Swedbank,3 månader,"41 753",1100000,Feb 2012
"3,91",SEB,3 månader,"41 757",,
"3,9",Handelsbanken,3 månader,"41 757",,
"3,76",SEB,Rörlig,"41 760",,
"3,2",SBAB,2 år,"41760",2,2011-10-01
"2,85",SEB,1 år,"41760","2,4",20110928
"3,71",Swedbank,Rörlig,"41 760","1,0 mkr",2012-02-28
"3,45",Swedbank,Rörlig,"41 760",2200000,120320
"3,85",Skandiabanken,3 månader,"41 760","2,55 mkr",2012-01-31
"3,75",Nordea,3 månader,"41 760","2,851 mkr",2012-02-27
4,Swedbank,Rörlig,"41 760","1,55",0
4,Swedbank,Rörlig,"41 760","1,55",0
"3,77",Swedbank,Rörlig,"41 760","1,55",2008
4,Swedbank,Rörlig,"41 760","1,55",0
"4,65",Nordea,Rörlig,"41 762","2,4 mkr",20120301
"3,75",Nordea,Rörlig,"41 762",2541665,2011-10-14
"3,49",SBAB,2 år,"41763",,
"3,56",SEB,3 månader,"41 763","1,2 mkr",20081010
"3,77",Handelsbanken,3 månader,"41 764",3 mkr,2012-03-01
"3,75",Nordea,3 år,"41765",,
"3,57",SEB,Rörlig,"41 765","1,4",2012-03-28
"2,96",SEB,2 år,"41765","4,45",20111220
"4,11",SBAB,3 månader,"41 765","2,7 mkr",Maj 2010
5,Swedbank,3 månader,"41 766",,
"3,66",SEB,3 månader,"41 767","1,2mkr",2012-02-28
"3,7",Danske Bank,Rörlig,"41 767",1565000,110704
"4,05",Länsförsäkringar,3 månader,"41 767",680000,2005-10-01
"3,21",SEB,3 år,"41767","3,9 mkr",120110
"3,9",Nordea,3 månader,"41 767","2,4 mkr",Februari 2012
"3,95",Skandiabanken,Rörlig,"41 767","1,50 mkr",mars 2012
"4,05",Swedbank,3 månader,"41 832",510000,20120325
"4,2",Nordea,3 månader,"41 835",550000,2012-02-23
"4,15",SEB,3 månader,"41 838",890000,2011-08-12
"4,2",Skandiabanken,3 månader,"41 871",1 mkr,2011-01-01
"3,56",SEB,3 månader,"41 871",2500000,2012-03-20
"3,5",Handelsbanken,3 år,"41871",1,2012-0401
"3,8",Swedbank,Rörlig,"41 871",2,110901
"3,35",Nordea,2 år,"41871","3,8",2012-03-01
"4,05",SBAB,Rörlig,"41 871","1,6",20120215
"3,78",Handelsbanken,2 år,"41872","1,9 mkr",20110816
4,Swedbank,2 år,"41872","2,2 mkr",2011-06-01
"4,2",Nordea,Rörlig,"41 875",600000,2011-05-18
"4,67",SBAB,3 månader,"41 876",770,2011-12-01
"3,95",Länsförsäkringar,Rörlig,"41 877","2,5 mkr",2012-01-01
"3,66",Swedbank,Rörlig,"41 877","1,8",120331
"3,77",Nordea,3 månader,"41 877","1,8",juni 2011
"3,69",Handelsbanken,3 månader,"41 877",2000,Mars 2011
"4,2",SEB,3 år,"42131","1,5",2010-12-15
"3,37",Swedbank,Rörlig,"42 133",2700000,20120323
"4,05",Handelsbanken,2 år,"42133","2,38 mkr",2011-07-01
"3,43",Nordea,3 år,"42135",,
"4,22",Länsförsäkringar,Rörlig,"42 139","1,13 mkr",-
"3,53",Swedbank,Rörlig,"42 139",,
"3,1",Swedbank,2 år,"42139",,
"4,22",Handelsbanken,1 år,"42139",150000,110901
"3,44",SEB,3 månader,"42 139","4,75",20120303
"3,92",SEB,3 månader,"42 139",810000,mars 2012
"4,2",Swedbank,3 månader,"42 140",,
"4,15",SBAB,Rörlig,"42 140",800000,mars 2009
"3,35",SEB,2 år,"42141",977000,20110402
"4,2",Swedbank,Rörlig,"42 141",560000,2011-02-24
"2,9",SEB,1 år,"42153","3,3",Februari 2012
"4,3",Skandiabanken,3 månader,"42 157",,
"3,48",Handelsbanken,3 månader,"42 159","2,5 mkr",2012-04-01
"3,5",Swedbank,Rörlig,"42 159","1,9",20120301
"3,8",Swedbank,Rörlig,"42 159","0,5 mkr",2012-03-30
"2,6",SEB,2 år,"42159","1,4 mkr",nov 2011
"3,67",Nordea,2 år,"42162",320000,2011-11-27
"3,68",Handelsbanken,2 år,"42162",550000 kr,2011-09-15
"3,99",Handelsbanken,3 månader,"42 163",,
"2,97",SEB,3 år,"42163","2,6",2009
"3,03",SEB,3 år,"42163","1,3 mkr",20111001
"3,2",SEB,2 år,"42163","1,4",2012-10-11
"3,24",SEB,3 månader,"42 163","2,5",2009
"4,15",Handelsbanken,3 månader,"42 165",8600000,2012/0101
"3,67",Handelsbanken,3 månader,"42 165",2000000,2012-04-01
"4,14",Handelsbanken,Rörlig,"42 165","1,8 mkr",2012-04-01
"3,48",SEB,3 månader,"42 165","2,75",2009-04-15
4,Swedbank,3 månader,"42 165","1,2 mkr",Mars 2012
"3,75",Handelsbanken,2 år,"42166",,
"3,35",Handelsbanken,3 år,"42166",,
"3,35",Handelsbanken,3 år,"42166","1,3mkr",2012-02-01
"2,95",SEB,2 år,"42166",760,2012-01-08
"3,15",Swedbank,2 år,"42167",7 mkr,20120205
"4,5",Handelsbanken,Rörlig,"42 233",,
"3,02",SEB,2 år,"42241","2,6",2011
3,SEB,2 år,"42243","0,86 mkr",2011-10-18
"4,1",Swedbank,3 månader,"42 243",,
"4,1",Skandiabanken,3 månader,"42 243","1,5 mkr",Mars 2012
"4,75",SBAB,3 månader,"42 244",,
"4,28",Handelsbanken,3 månader,"42 244",584000,120201
"3,36",SEB,3 månader,"42 244",342000,November 2011
"3,59",SBAB,Rörlig,"42 247",1710000,20120401
"3,68",SEB,3 månader,"42 249",2928000,20120301
"4,15",Swedbank,Rörlig,"42 249","2,3 mkr",0
"3,92",SEB,3 månader,"42 249",,
"3,55",Nordea,3 år,"42249",01.0"6,00",20101130
"2,81",SEB,2 år,"42249","2,5",120101
"3,9",Nordea,3 månader,"42 249","1,9",111210
"3,3",Swedbank,2 år,"42249",900000,september 2011
"3,3",Swedbank,3 år,"42249",900000,september 2011
"3,3",Swedbank,3 år,"42249",900000,september 2011
"3,49",Skandiabanken,3 månader,"42 249","1,3",Februari 2012
"3,46",SEB,2 år,"42250","0,5mkr",120220
"3,98",Nordea,3 månader,"42 250",850000,60601
"3,98",Nordea,3 månader,"42 250","0,8 mkr",mars 2008
"3,57",Handelsbanken,Rörlig,"42 251",3 mkr,120301
4,Nordea,3 månader,"42 255",239000,rörligt
4,Nordea,3 månader,"42 255",239000,rörligt
"4,45",Swedbank,3 månader,"42 256",,
"3,45",Swedbank,3 månader,"42 256","1,6",mars 2012
"4,42",SEB,2 år,"42332","1,5 mkr",2011-03-15
"4,05",SBAB,Rörlig,"42 333",,
"4,05",SBAB,3 månader,"42 333","2,3 mkr",2012-03-28
"3,5",Handelsbanken,5 år,"42333",1640000,2010-05-01
"3,6",Handelsbanken,3 år,"42334",,
"3,51",SEB,3 månader,"42 334","2,2 mkr",2012-03-21
"2,99",Swedbank,3 år,"42335",595000,2010-10-01
"4,42",Handelsbanken,2 år,"42338",,
"3,25",Swedbank,Rörlig,"42 338","2,6",2012-04-02
"3,84",SEB,3 månader,"42 338",900000,120201
"3,65",Danske Bank,Rörlig,"42 338",4500000,20120307
"3,68",Handelsbanken,1 år,"42338","3,3",110731
"3,52",SEB,3 månader,"42 338",245000,20120328
"3,56",SEB,3 månader,"42 338",523000,20120128
"4,15",Swedbank,3 månader,"42 338","0,450mkr",juli 2006
"3,29",Handelsbanken,2 år,"42339","2,5 mkr",2012-03-01
"2,72",SEB,1 år,"42339",,
"3,8",Nordea,Rörlig,"42 339",4 mkr,2011-02-27
"4,22",Swedbank,3 månader,"42 339","3,7",2010-05-01
"3,09",Handelsbanken,2 år,"42339","2,72 mkr",2011-10-31
"4,35",Skandiabanken,Rörlig,"42 339","2,2",januari 2011
"3,78",Handelsbanken,3 månader,"42 340",248000,2012-04-01
"3,6",Swedbank,Rörlig,"42 340",8,20100101
"3,6",Swedbank,Rörlig,"42 340",8,20120101
"3,43",SEB,3 månader,"42 340","3,8 mkr",2012-03-15
"3,45",SEB,3 månader,"42 340","0,9",2008-08-01
"3,71",SEB,Rörlig,"42 341","1,45 mkr",20120215
"3,67",Handelsbanken,3 månader,"42 341",2500000,2012-03-01
"3,35",Handelsbanken,5 år,"42341",900000,2010-06-01
"3,28",Swedbank,2 år,"42341","2,4",2012-03-12
"3,88",SEB,5 år,"42341","3,0 mkr",20111200
"2,97",SEB,2 år,"42341","3,6",20120117
"3,9",Danske Bank,Rörlig,"42 342",,
"3,36",Swedbank,3 år,"42342",3900000,2012-02-28
"3,36",Swedbank,3 år,"42342",3900000,2012-02-28
"2,96",SEB,3 år,"42349","3,4",2011-11-28
"3,8",SEB,3 månader,"42 349",212000,2012-03-12
"3,85",Swedbank,2 år,"42350",2200000,20110215
"3,85",SBAB,3 månader,"42 350",1800000,2012-04-03
"3,5",Swedbank,Rörlig,"42 351","2,4 mkr",2012-02-14
"3,75",Danske Bank,Rörlig,"42 351",3700000,-
"4,2",Handelsbanken,5 år,"42352",,
"3,41",Swedbank,3 månader,"42 352",1600000,2012-03-28
"3,7",Nordea,3 månader,"42 353",,
"3,42",SEB,Rörlig,"42 353","1,4",2012-02-27
"4,6",Nordea,3 månader,"42 353","1,5",2010-03-01
"3,56",SEB,3 månader,"42 353",920000,Mars 2011
"3,75",Swedbank,3 månader,"42 354",,
"3,63",SEB,3 månader,"42 354",1,20120101
"3,336",SBAB,2 år,"42355","1,5 mkr",20110501
"3,85",Nordea,3 månader,"42 355","2,6 mkr",120320
"3,4",Nordea,3 år,"42355","0,9",2012-03-27
"3,4",Nordea,3 år,"42355","0,9",2012-03-27
"3,77",Swedbank,Rörlig,"42 355",300000,Maj 1998
"3,89",Handelsbanken,Rörlig,"42 356","3,2",Okt 2009
"3,89",Handelsbanken,Rörlig,"42 356","3,2",Okt 2009
"3,89",Handelsbanken,Rörlig,"42 356","3,2",Okt 2009
"3,83",SBAB,3 månader,"42 359",,
"3,51",Swedbank,3 månader,"42 361","3,6 mkr",120328
"3,86",Swedbank,7 år,"42361","1,2 mkr",2012-03-10
"3,9",Swedbank,3 månader,"42 361","1,7",2012-03-15
"4,1",Nordea,3 månader,"42 363",,
"3,7",Nordea,3 månader,"42 363","2,8",111115
"4,33",SBAB,Rörlig,"42 372",2.3mkr,aldrig bundet lånet
"4,13",Handelsbanken,Rörlig,"42 432",,
"3,77",Swedbank,3 månader,"42 436",,
"3,27",SEB,3 månader,"42 436",550000,20120321
"4,02",Handelsbanken,2 år,"42437","1,5",20101231
"4,3",Swedbank,3 månader,"42 438",,
"4,1",Nordea,Rörlig,"42 438",,
"3,56",SEB,Rörlig,"42 450",900000,2012-02-28
"4,03",SBAB,3 månader,"42 453","0,968 mkr",mars 2012
"4,8",Handelsbanken,5 år,"42454",2000000,20070430
4,Skandiabanken,3 månader,"42 455",,
"4,1",Handelsbanken,3 månader,"42 457","1,7",120110
"4,35",Swedbank,3 månader,"42 461","0,51 mkr",2011-06-28
"3,88",Nordea,5 år,"42470","1,2",80808
"3,7",Swedbank,3 månader,"42 470",2040000,2010-07-01
"3,68",Skandiabanken,5 år,"42470","1,3 mkr",Juni 2010
"3,75",Swedbank,3 månader,"42 470",600000,November 2011
"3,84",Swedbank,3 månader,"42 470","2,4",Dec 2011
"4,1",Nordea,3 månader,"42 471",01.0"6,00",110916
"3,55",SEB,2 år,"42472","2,5 mkr",120301
"2,9",SEB,3 månader,"42 491","1,4 mkr",100606
"4,45",Handelsbanken,Rörlig,"42 530",185000,ej bundet
"3,36",SEB,3 år,"42530","2,3 MKR",20120215
"4,13",Handelsbanken,1 år,"42532",720000,20110919
"4,5",Handelsbanken,Rörlig,"42 534",335000,120401
"4,1",Nordea,Rörlig,"42 534",640000,2012-01-07
"3,82",SEB,3 månader,"42 534",700000,April 2012
"4,34",SBAB,1 år,"42542","0,92 mkr",110726
"3,6",Swedbank,3 år,"42543","0,7 mkr",april 2012
"4,15",Swedbank,3 månader,"42 543","1,9",111001
"3,4",Swedbank,3 månader,"42 543","2,6",20111215
"4,2",Nordea,3 månader,"42 565",620000,februari 2012
"3,66",SEB,5 år,"42565","1,4mkr",2010-09
"3,75",Handelsbanken,5 år,"42565",975000,2011-04-30
"3,23",SEB,1 år,"42629","3,1 mkr",2011-06-15
"3,18",SEB,1 år,"42651",,
"3,8",Swedbank,3 månader,"42 652","1,5",-
"4,05",Länsförsäkringar,3 månader,"42 653","0,9 mkr",120131
"3,94",SEB,3 månader,"42 653",2 mkr,120401
"4,09",SBAB,3 månader,"42 653","1,2",120215
"3,25",Swedbank,Rörlig,"42 655","2,1 mKr",2007
"3,76",Handelsbanken,3 månader,"42 655",,
"3,22",Swedbank,2 år,"42656",775000,2011-01-01
"4,15",Swedbank,3 månader,"42 656",775000,2012-04-02
"3,85",Swedbank,3 månader,"42 656",4,December 2009
"3,4",Handelsbanken,2 år,"42658","2,177",120103
"3,75",Nordea,3 månader,"42 658","4,2",100215
"4,2",SEB,1 år,"42668",,
"3,46",SEB,3 månader,"42 668",,
"3,83",Handelsbanken,Rörlig,"42 668",,
"3,39",Skandiabanken,2 år,"42668",,
"3,41",SEB,2 år,"42668",800000,120101
4,Handelsbanken,Rörlig,"42 668","1,6mkr",20120401
"3,4",Swedbank,2 år,"42668",800000 kr,120101
"4,1",Nordea,3 månader,"42 668",2000000,10112
"3,96",SEB,3 månader,"42 668",500000,120328
"3,78",Handelsbanken,1 år,"42668","2,7",110601
"4,5",Nordea,Rörlig,"42 668","3,8 mkr",20100716
"3,19",Handelsbanken,2 år,"42668","3,3",2012-04-01
"3,26",SEB,3 månader,"42 668","2,1 mkr",okt 2008
"4,42",Handelsbanken,3 månader,"42 669",,
"3,63",Handelsbanken,3 månader,"42 669",,
"3,65",Handelsbanken,3 månader,"42 669","3,1mkr",20120201
"3,4",Handelsbanken,3 år,"42669","1,4 mkr",2012-03-30
"3,94",SEB,3 månader,"42 669","2,4 mkr",2012-03-30
"3,62",SEB,3 månader,"42 669","2,3 mkr",mars 2012
"3,89",Handelsbanken,3 månader,"42 669","3,5 mkr",2012 januari
"3,2",Handelsbanken,3 år,"42669",2100000,Februari 2012
"3,08",SEB,2 år,"42669","3,3",November 2011
"4,08",SBAB,Rörlig,"42 670",,
"3,4",Nordea,2 år,"42671","3,6 mkr",feb 2012
"4,12",SBAB,3 månader,"42 671",,
"4,12",Handelsbanken,Rörlig,"42 671","2,1",2009-04-01
"4,26",Handelsbanken,3 månader,"42 671",1050000,120801
"3,53",SEB,3 månader,"42 671","3,3 mkr",2011-08-15
"3,8",Danske Bank,Rörlig,"42 671",900000,n/a
"3,3",Danske Bank,3 år,"42671","1,8Mkr",April 2012
"3,97",Handelsbanken,3 månader,"42 672","3,4",2012-02-01
"4,15",Handelsbanken,3 månader,"42 674",,
4,Handelsbanken,3 månader,"42 674",,
"3,4",Swedbank,3 månader,"42 674",,
"3,92",SEB,3 månader,"42 674",200000,120402
"3,5",Handelsbanken,3 år,"42674","0,4 mkr",120331
"3,12",SEB,3 månader,"42 674","0,7 mkr",120215
"3,48",Handelsbanken,3 månader,"42 674",3,Februari 2012
"3,78",Nordea,3 månader,"42 676",,
"3,5",Handelsbanken,1 år,"42676",1050000,110730
"3,67",Handelsbanken,Rörlig,"42 676","4,85",Löpande
"3,6",Swedbank,3 månader,"42 676","1,2mkr",dec 2011
"4,92",Swedbank,10 år,"42676",3mkr,april 2008
"3,7",Nordea,3 månader,"42 676",06.3"0,20",feb 2012
"4,1",Handelsbanken,Rörlig,"42 677",,
"3,45",Handelsbanken,3 år,"42677","3,9 mkr",120315
"3,6",SEB,3 månader,"42 677","0,57",Mars 2012
"3,16",SEB,2 år,"42677","1,5",Mars 2012
"3,39",SEB,4 år,"42677","1,5",Mars 2012
"3,99",Handelsbanken,3 månader,"42 677",1100000,mars 2012
"3,61",SEB,3 månader,"42 678",5 mkr,20110630
"3,47",SEB,1 år,"42679",,
"3,47",SEB,1 år,"42679",,
"3,7",Nordea,3 månader,"42 679",,
"3,6",Danske Bank,Rörlig,"42 679",,
"3,71",Handelsbanken,3 månader,"42 679",,
"3,49",Handelsbanken,3 månader,"42 679",500000,2012-03-15
"3,35",Handelsbanken,1 år,"42679","1,2mkr",2012-04-15
"3,57",SEB,3 månader,"42 679",2,20120301
